"","title","docid","categories","day_of_month","month","year","correction_data","locations","content"
"392","In a Stricken Big City, a Small Town Sees Itself",1422636,NA,11,9,2002,"20020911T000000","|New York City|Wabash (Ind)|Indiana"," 
 NEW YORK has a way of making small-town people feel small. For those who grow up here in northern Indiana, where towns like Wabash seem stranded in a limitless sea of corn, the city can be overwhelming. 
 Emily France, a piano teacher and former cheerleader at Wabash High, remembers that during her one trip to New York she kept looking at people who stared right through her. The longer she stayed, she said, the smaller she felt. 
 ''New York was just this huge dream of a place,'' Mrs. France said. ''You really couldn't touch it, even if you went there.'' 
 Then, on a crisp September morning, hijacked airplanes smashed into the two tallest buildings in the untouchable city. As the towers collapsed, so did the perceived distance between big town and small. 
 That day, New York seemed terrifyingly close to rural Indiana. At Riverview Elementary in Marion, a town south of Wabash, a second grader named Katlyn Sirk asked to be excused. ''I want to go to the moon,'' Katlyn told her teacher. ''I think I could be safe on the moon. I don't feel safe here anymore.'' 
 In the days and weeks that followed, fear ebbed away. Taking its place was empathy, as people in Wabash and Marion and across America began seeing New Yorkers as neither faraway, nor intimidating, nor all that different from themselves. A New York Times poll in late September of last year found that 84 percent of Americans had a good image of the city. That compared with 61 percent in 1998 and 40 percent in 1996. 
 ''I have come to think of New York as a nice neighborhood just outside of Wabash,'' said Mrs. France, 27. 
 The piano teacher, who breast-fed her daughter, Isabel, last fall while watching and weeping over television images of the wounded city, said she still saw tormented faces in her mind's eye. They belong to women whose husbands and brothers disappeared. For several days after the attack, these women appeared on network TV morning programs, holding up photos of missing loved ones and pleading for help in finding them. 
 ''They could just as easily have been from Wabash,'' she said. ''When I think now of what makes New York strong, I think of its people, not its buildings. New York seems like a hometown. I could go there and stop and talk to somebody.'' 
 In the small towns of northern Indiana, crime is low, church attendance is high and many high school graduates attend local Christian colleges. People here remember what the Rev. Jerry Falwell and Pat Robertson had to say last fall about why New York was made the target of the attack: that God was angry at the city's abortionists, feminists and gays. 
 When asked about the views of Mr. Falwell and Mr. Robertson, Jack Brady, a chaplain at Indiana Wesleyan University in Marion, shook his head. Since last September, Mr. Brady has made three trips to New York, where he has helped counsel firefighters, police officers and construction workers traumatized by the search for body parts at ground zero. 
 On his trips, Mr. Brady worked the night shift at the recovery site. Some nights, he handed out letters of encouragement written by elementary school children from Marion. Other nights, he distributed cheesecake and chocolates bought with money raised by students at nearby Huntington North High School. 
 As in many parts of the country, New York City firefighters are celebrities here. Mr. Brady invited three New York firefighters to Marion to give speeches. They received standing ovations. 
 ''After this year, I can say that we just feel closer to New York,'' Mr. Brady said. ''We feel sorry, we feel loyalty and we feel a lot of racial, geographical and political walls have come down.'' 
 BESIDES being sympathetic, people around this part of Indiana have become more curious about New York. At the Wabash Carnegie Public Library, the women who dominate the book discussion group agreed that their spring topic would be ''New York Reflections.'' 
 ''The city is a place that they normally wouldn't go,'' said Katherine Tinsley, a professor of American history at Manchester College nearby, who led the book group. 
 Before Sept. 11, more than a few people in Wabash believed the city to be infested with crime and tormented by traffic. New Yorkers were often thought of as fast-talking, aggressive and rude. 
 ''The attitude here was one of uneasiness with big-city people,'' Professor Tinsley said. ''People would assume they did not have the same values or interests. But 9/11 changed all that.'' 
 What seemed to impress book group members from Wabash was how New Yorkers, after the attacks, pulled together. ''This is what people here see as a small-town virtue,'' she said. 
 Richard Edwin Ford, whose family owns Ford Meter Box Company, based in Wabash and one of the world's largest manufacturers of water meters, agreed that in the last year many people in town had overcome a lifetime's worth of wariness about the city. Still, he says, there are limits. 
 ''We out in the Midwest now think of New York City as a collection of humans, far more than we ever did before,'' Mr. Ford said. ''We still wonder, though, why in the world would they want to live there?'' 
 REACTIONS FROM AFAR"
"393","Washington Air Defense Tightened",1422756,"|u.s.",11,9,2002,"20020911T000000","|Washington (DC)|New York City|Washington (DC)"," 
 A triple layer of air defenses has been laid over the nation's capital in advance of the Sept. 11 anniversary, with high-altitude radar planes scanning the skies, high-performance jet fighters flying 24-hour patrols and surface-to-air missiles being loaded into launchers late tonight. 
 On orders of Defense Secretary Donald H. Rumsfeld, the Avenger missile system was loaded with heat-seeking Stinger missiles, which are designed to defend against low-altitude airplanes even if they are traveling at high speeds. The system, which includes eight Stingers in two reloadable pods, is carried atop a Humvee troop transport vehicle. 
 The Stinger can also defend against helicopters, but not other missiles. Some handheld Stingers were also readied for use. 
 Though small numbers of surface-to-air missiles have been posted at certain government buildings over the years, military officials said this was the first deployment of surface-to-air missiles widely across the Washington region since 1961, during the Cuban missile crisis. 
 Air Force F-16's have been deployed in 24-hour patrols over Washington and New York since Friday. Other attack jets and support aircraft across the country remain available on ''strip alert,'' which means they can be airborne at short notice. 
 The nation's premier airborne surveillance and command jet, the E3 Awacs, is also on 24-hour patrol over Washington. The distinctive black-and-white, mushroom-shaped radar dome atop the modified Boeing 707 has a range of 250 miles and can monitor movement from the surface of the earth up to the stratosphere, officials say. 
 THREATS AND RESPONSES"
"394","Nicole Behrendt, Thomas Martin IV",1429539,"|style",6,10,2002,"20021006T000000",NA," 
 Nicole Fugazy Behrendt, a daughter of Susan and Jeffrey E. Behrendt of Northport, N.Y., was married yesterday to Lt. Thomas S. Martin IV, the son of Lorena Martin and Mr. Martin III of Cary, N.C. The Rev. Edwin F. O'Brien performed the ceremony at the Roman Catholic Chapel of the Most Holy Trinity at the Military Academy in West Point, N.Y. 
 The bride, 22, was until last year a production assistant for television commercials at Jordan McGrath Case & Partners, an advertising agency in New York. Her father is a director for business travel sales in New York with Starwood Hotel and Resorts. 
 Mrs. Martin is a great-great-granddaughter of Louis V. Fugazy, the founder of the Fugazy Steamship Company, now Fugazy International Travel in New York. 
 The bridegroom, 24, is a West Point graduate serving in the Army at Fort Carson, Colo. His father retired from I.B.M. as a program director for flat panel computer monitors at the company's office in Research Triangle Park, N.C.  WEDDINGS/CELEBRATIONS"
"395","Fears of a Hard Landing Rattle Tokyo",1430577,"|business",10,10,2002,"20021010T000000","|Japan|Japan"," 
 As Tokyo markets veered down yet again today, investors bailed out, tightened their safety belts or begged the government to avoid the dreaded ''hard landing'' of bankruptcies and unemployment. 
 But Heizo Takenaka, the new economics minister, merely confirmed what investors already knew: Japanese markets are in severe shape. And Prime Minister Junichiro Koizumi rebuffed politicians' pleas by refusing to try to make a soft landing with a cushion of several trillion more yen in bonds. 
 Foreigners were net sellers for the 13th consecutive day, helping to push the Nikkei index down almost 2 percent, to 8,539.34, a new 19-year low. Last month, according to data compiled by Reuters, foreign investors sold a net $11.3 billion worth of Japanese stocks, the largest monthly net selling since the Ministry of Finance started tracking the capital flow statistics four years ago. 
 Investors fear that the market will continue losing altitude until the government announces a macroeconomic package, expected next week. The package is an attempt to ease the social pain of banks' calling in billions of dollars in bad loans as well as an effort to prevent a few major bankruptcies from dragging the economy into a severe recession. 
 ''If a 'hard landing' means a crash, nobody wants it, but we share a recognition that time is running out,'' said Yutaka Kosai, chairman of the Japan Center for Economic Research and head of a new task force that is meeting this week to devise a strategy to deal with nearly half a trillion dollars in bad loans. 
 Businesspeople fear that bankers, by calling in bad loans, will set off a vicious circle of more bankruptcies, more unemployment and less consumer demand. 
 Today, in an effort to calm the markets, Japan's finance minister, Masajuro Shiokawa, blamed the media. ''Japanese media were running stories as if big companies were going bankrupt and Japan is going into a big panic,'' the 80-year-old minister told reporters. ''Because of these reports, stock prices have failed to reflect the real strength of companies. I think this is very annoying, and, as a politician, I am really cross with this.'' 
 But one alarmed Japanese is from the core of the business establishment: Hiroshi Okuda, chairman of the Japan Business Federation. 
 ''I am watching with a deep sense of crisis,'' said Mr. Okuda, who is also chairman of Toyota Motor, Japan's largest company. Looking ahead to weak half-year earnings reports expected in the coming weeks, he said Monday, ''It is said that the economy has hit bottom, but judging from the reality, there are still many bad indicators around, and corporate confidence remains weak.'' 
 Japanese banks are heavily invested in corporate stocks, and the falling stock markets are battering their capital. In the last seven days of trading, latent losses on shares held by the nation's 12 largest commercial banks have jumped by 46 percent, to $41 billion, according to an estimate prepared today by the Daiwa Institute of Research. 
 With the Nikkei index briefly dipping below 8,500 today, the capital-to-asset ratios of these banks are around 9 percent, just above the 8 percent level required for banks to operate internationally. If the Nikkei falls below 8,000, the ratios of many banks may fall below 8 percent, the institute calculates. 
 Today, Hidenao Miyajima, an investment strategist here for Commerzbank Securities, predicted that American bottom fishers would soon appear here. He said that ''a round of bargain hunting in Japan by these U.S. investors is quite possible.'' 
 But contrarians were hard to find as selling continued to dominate. 
 On Monday, Tokyo markets fell nearly 4 percent on reports that Mr. Takenaka said no bank or company in Japan was ''too big to fail.'' 
 On Tuesday, he helped to stabilize the market by adopting a lower profile, canceling a series of interviews with the foreign financial media. 
 ''Japan has strong economic potential,'' he told a news conference for Japanese reporters. ''Share prices will be bolstered substantially if we carry out our existing policy.'' 
 According to Paul Sheard, chief Asia economist for Lehman Brothers, ''The backtracking was damage control, not a major shift in policy.'' 
 With politicians of the ruling Liberal Democratic Party said to be trying to curb Mr. Takenaka's power and block his clean-up campaign, foreigners worry that his zeal for reform will be neutralized by a hostile Parliament and bureaucracy. 
 ''Having proceeded with marginal changes, something more dramatic is in order,'' Kenneth Rogoff, the chief economist of the International Monetary Fund, said on a visit here today. ''There are risks to restructuring, but there are also risks to continuing to muddle through.'' 
 To reassure depositors, the government announced Monday that it was reversing a policy and extending for two years blanket insurance on bank deposits. Behind this decision was a clear fear of a run on banks in coming months. 
 With Japan bracing for an upsurge in unemployment, some government ministers have called for a special bond issue, or supplementary budget, to pay for benefits and retraining for the jobless. Benefits were strained last year by 20,052 corporate bankruptcies, the second-highest total since World War II. 
 But with the Japanese government the most heavily indebted of any major developed nation, government officials today discouraged talk of a ''supplementary budget.'' 
 ''We are not thinking at all about increasing bond issuances,'' Yasuo Fukuda, the chief cabinet secretary, said."
"396","It Must Be Picture Day",1431448,"|education|new york|region",13,10,2002,"20021013T000000","|Bedford Hills (NY)"," 
 WENDY CROWELL knelt in front of a small girl with a nimbus of ringlets, gently combed stray tendrils into place, and guided her back into the line of other well-scrubbed, dressed-up children here at the Bedford Hills Elementary School. 
 With the girls attired in dresses or matching skirt and sweater-sets and shiny black patent Mary Jane shoes, and many of the boys wearing unfamiliar jackets and ties, it was clearly Picture Day. 
 The photographers from Lifetouch -- part camp counselor, part psychologist, and part child wrangler in their efforts to cajole a smile from a shy child, or contain an overly exuberant one -- shepherded each child through a sitting for an individual portrait and the group class photo. P.T.A. parents like Mrs. Crowell, chairwoman of the school's picture committee, moved through the lines of waiting children, fixing hair with disposable combs and adjusting clothing. 
 School pictures, which mark a child's time line as much as the pencil marks scratched to mark his or her height on the kitchen wall, are big business. National companies like the Minneapolis-based Lifetouch are seeking market share from local, family-owned companies like Davis Studio in Mamaroneck, Images School Photography in New Rochelle, or Irvin Simon in Elmont, Queens, which, like Davis, also has an extensive regional business. Other national photography companies include Herff Jones Photography Division of Lewiston, Minn., and Inter-State Studio of Sedalia, Mo. 
 Steve Miller, president of Irvin Simon Photographers, a 56-year-old business founded by his grandfather, said, ''We're big enough to be competitive and nimble enough to care.'' 
 A smaller business like Images School Photography, however, finds that ''it is hard to compete with the national companies,'' said Joan McGrath, owner of the company, who mostly works with the schools and athletic leagues of New Rochelle. 
 Since pricing isn't the main source of competition, those who select the photo studios cite other reasons for choosing a national company over a local one. ''They're easier to work with,'' Mrs. Crowell said. ''They seem to keep the children under good control.'' 
 School pictures embrace the entire spectrum of the school experience, from nursery school to high school proms, along with athletic teams, band programs and dance studio recitals. The photos are offered in more sizes and shapes now, too. In recent years, as more elementary and middle schools have produced school yearbooks, previously the domain of high schools, the school-photo studios have provided images for use in those publications. Many companies also provide CD-Rom's, bar coded photos for school identification cards and other services to the schools. There are items like photo key chains and refrigerator magnet frames, bookmarks and Christmas ornaments, even giant posters of an entire group. 
 The increased use of digital photography permits more personalization and customized service, with companies like Lifetouch able to offer class photos with each child's name printed on them. 
 Although the peak of the school pictures business traditionally takes place between September and December, with the expansion into other kinds of photo opportunities, many photo companies are now busy year round. 
 Given the heightened awareness of any business that comes in contact with children, these companies conduct criminal background checks on their photographers. Lifetouch's photographers, who are full-time employees, not freelancers, undergo training sessions on how photographers should work with the students. 
 The school picture market, for grades kindergarten through 12, is about $1.5 billion a year, according to Tom Crawford, director of corporate communications at the Professional School Photographer's Association, which is part of Photo Marketing Association International, the trade group based in Jackson, Mich. According to a recent survey by the Photo Marketing Association International, the average school picture package purchase last year was $29 (the average for high school senior photos was $256). 
 With school picture packages starting about $20 -- most purchases are $20 to $25 -- and going up to about $60 for the full treatment -- photos enough for two sets of grandparents and the extended family -- the market is lucrative. Even an uncertain economy doesn't appear to have much impact. As Steve Smith, the Newburgh-based Lifetouch representative for Westchester, Rockland, Putnam and Orange Counties who works with 65 schools in Westchester, said, ''Everybody loves their children.'' 
 School pictures, which are generally arranged by P.T.A., committees, are also fund-raisers. Depending on the size of the school and the participation rate, school pictures can generate anywhere from $1,000 to close to $10,000 for a school. The price of the picture packages usually reflects the 20 to 25 percent that the photo companies return to the P.T.A.'s as a fund-raiser. 
 While elementary and middle schools usually have a better than 90 percent participation rate by families buying picture packages, not surprisingly, the percentage slacks off by high school to about 50 percent. It picks up again for senior year formal portraits and prom pictures. 
 To help parents whose budgets are already stretched, the Thomas Edison Elementary School in Port Chester recently developed a sibling picture program. If a family's children are all students at the elementary school, parents can opt to have their children photographed together. 
 For the schools, picture day is a worthwhile event, despite the distractions and interruptions. ''I set up a schedule, but parents are in charge,'' said Maureen Zygmont, the principal of the Bedford Hills Elementary School. ''We combine picture day with dress-up day, and the children come out of class for a very short period of time, and go right back to class, so it's not a big deal.'' 
 Even among ''too cool for school'' teenagers, the disdain with which many high school students view school pictures may be only a pose. 
 ''This shows how many years you've been in the school,'' said Bhumica Patel, a 16-year-old junior at Alexander Hamilton High School in Elmsford. ''It's important. You want to look good, and see how different you turned out from when you started.'' 
 IN BUSINESS"
"397","BEIJING RELEASES LEADING DISSIDENT",1451451,"|world|front page|washington",25,12,2002,"20021225T000000","|China|China"," 
 China released its most prominent pro-democracy prisoner today, sending him to exile and medical treatment in the United States. 
 The Christmas-eve release of Xu Wenli, 59, who spent more than 16 of the last 21 years in prison for his irrepressible advocacy of civil liberties, came one week after a visiting American diplomat made pleas on his behalf. The release signaled China's strong desire for good relations with the United States. 
 Since late 1998, when Mr. Xu received a 13-year prison sentence on charges of subversion after he helped organize an independent political party, American officials and human rights groups abroad have repeatedly sought his release. The appeals grew more urgent after 1999, when doctors discovered that Mr. Xu suffers from chronic and progressive infection with hepatitis B. 
 While other prominent dissidents have been released over the years on what often appeared to be trumped-up medical grounds, Mr. Xu's liver disease is serious and worsening, family members said. Officially, he was granted medical parole today so he can seek advanced treatments for the viral disease in the United States, said John Kamm, the leader of an American human-rights foundation who said he was authorized by the Chinese to announce the release. 
 ''This was directly related to the Chinese government's desire to improve relations with the United States,'' said Mr. Kamm, executive director of the Dui Hua Foundation in San Francisco, which monitors Chinese political and religious prisoners. In Washington, the State Department spokesman, Philip Reeker, said the United States was ''pleased that China has released Xu Wenli on medical parole.'' Mr. Reeker said the case of Mr. Xu had been pressed by the United States, other countries, various private groups and members of Congress. 
 This evening, with no publicity here, Mr. Xu and his wife, He Xintong, boarded a plane for Chicago, where their daughter, who teaches at a high school in Rhode Island, planned to meet them and accompany them to New York City. 
 [The couple arrived Tuesday evening at O'Hare International Airport in Chicago, where Mr. Xu was reunited with his daughter, Xu Jin. He declined interviews and just offered ''a big thank you,'' said Mickey Spiegel, a friend of the daughter, The Associated Press reported.] 
 Last week, during a meeting here, Lorne Craner, the assistant secretary of state for human rights, had placed Mr. Xu at the top of a list of political prisoners whose release the United States considered a priority. Afterward, Mr. Craner said in Beijing that the Chinese had promised to issue unconditional invitations to United Nations rights monitors exploring issues related to torture and religious freedom. 
 While welcoming Mr. Xu's freedom, rights advocates abroad noted that dozens of others who pushed for a new political party in 1998 remain imprisoned and that overall, thousands of people are in jail for peaceful expressions of dissent or efforts to organize. Among them are Qin Yongmin, 49, who was a close associate of Mr. Xu and who was sentenced to 12 years in prison in December 1998, and Wang Youcai, 36, who was the main founder that year of the ill-fated China Democracy Party. He was sentenced to 11 years. 
 American officials have also sought the release of Rebiya Kadeer, a prominent Uighur Muslim businesswoman who is imprisoned on weakly substantiated charges of fomenting an independence movement in Xinjiang province. 
 Mr. Xu, who was born in 1943, described himself as an idealistic Marxist during the 1960's. In the revolutionary spirit of that era, he decided to get his education in society rather than at a university. 
 He spent time in the Chinese Navy, then was an electrician with the Beijing railroads. But in the late 1970's he emerged as a leader of the ''democracy wall'' movement, a brief outpouring of calls for political rights that was soon dealt with harshly. 
 Mr. Xu spent 12 years in prison, with long stretches in solitary confinement, before his release in 1993. 
 Mr. Xu could be a prickly figure and he publicly feuded with another democracy wall activist, Wei Jingsheng, who was sent into exile in the United States in 1997 after spending much of his adult life in prison. 
 But Mr. Xu's single-minded devotion to democratic principles never flagged, and he was known for his steely analyses of what he saw as the Communist government's half-measures and frequent flouting of its own Constitution. 
 In 1998, during what appeared to be a political softening around the time of a friendly visit to China by President Bill Clinton, Mr. Xu and Mr. Qin together made open calls for free labor unions and independent political parties. In the face of intense surveillance and repeated brief detentions, they tried to set up a domestic human-rights monitoring network using e-mail and faxes. 
 Then, as the fledgling China Democracy Party attracted followers and attention, the two joined forces with Mr. Wang -- a younger rights advocate who had cut his teeth in the 1989 Tiananmen Square protests. 
 Late in 1998, the party was formally banned and the police rounded up scores of its followers around the country. The quick, harsh sentences dealt to Mr. Xu, Mr. Qin and Mr. Wang brought angry words from the United States and other Western governments. 
 When he received his 13-year sentence after a three-and-a-half hour secret trial in December 1998, Mr. Xu was allowed a half hour with his wife. 
 ''He told me he'd be able to handle the pain,'' Ms. He said in an interview at the time. ''He said that this would give him time to think things over and calmly reflect on what has happened.'' 
 Earlier, Mr. Xu had rejected proposals to go into exile. But his worsening medical condition as well as his lengthy new sentence apparently led him to change his mind."
"398","No Second Acts in Punk? Says Who?",1452300,"|week in review",29,12,2002,"20021229T000000","|Great Britain"," 
 AFTER the news came last week that Joe Strummer of the first-wave British punk band the Clash had died of a heart attack at the age of 50, some people probably thought, ''He was still around?'' But a few others, those who still read the pop music press and listen to minority-niche music, knew it meant more than the passing of an icon from their youth. 
 A 25-year-old today wasn't even conceived the night the Sex Pistols, the best-known of the punk Class of '76, broke up. But most young people know what punk rock is. Thanks to the Ramones, the Sex Pistols and the Clash, punk rock established itself as a template for youth rebellion, and countless bands have followed in their footsteps, sometimes so closely that the concept of creativity doesn't enter the picture. 
 The British milieu that the Clash emerged from called out for punk. When the Sex Pistols' Johnny Rotten, draped on his microphone, intoned, ''No future,'' it was the cry of youth coming out of school to discover that there were no jobs in Margaret Thatcher's Britain and refusing to accept that as reality. Punk, in its most narrowly defined form, was a kid banging his head on a wall labeled NO. It had its own fashion, its own art and its own music. 
 It was a bohemia in the classic sense, a neutral ground where rebels from all social classes become equal by rejecting the values around them. It is also a transition, as Jerrold Seigel asserts in his 1986 book ''Bohemian Paris.'' There comes a time when most participants in any bohemian movement either put on a suit and get a job in a bank or declare themselves professionals at painting, dance, literature or whatever. Put another way, you can only bang your head on the wall of NO for so long before you either get a blinding headache or the wall crumbles and the room on the other side is labeled YES. 
 That room, though, is only available to the most talented and dedicated. It takes a lot of work to get to it and even more to stay there. For the punks, the equivalent of the day job at the bank was mooching around the record business; two of the original four Sex Pistols are session players today. The other, John Lydon (Johnny Rotten), puts out the occasional album and continues to be a media provocateur. Sid Vicious is famously dead. Others from the original London punk cohort of the Clash have become social workers, civil servants, artists. The former Clash bassist Paul Simenon is a successful painter. 
 And Joe Strummer? He stayed Joe Strummer. He had come to the Clash with a full knowledge of American rockabilly and soul music, and shared with the others a love of reggae. Unlike many of their contemporaries, the Clash were overtly political, and attracted black bohemians like the filmmaker Don Letts and DJ Mikey Dread into their circle. 
 Once they had the power to do so, they had their heroes open their shows: Bo Diddley in the United States, and in Britain Joe Ely, the not-quite-rock-not-quite-country songwriter from Texas. These were their roots. 
 The Clash's breakup in the mid-1980's was Mr. Strummer's graduation. He got roles in films like Jim Jarmusch's ''Mystery Train''; the director Alex Cox used him as both an actor and a soundtrack composer. But Mr. Strummer must have longed for that fusion of styles the Clash tried but never really achieved, because after many years he put together another band, the Mescaleros, all musical polymaths. It is difficult for such an unclassifiable band to succeed these days, but not impossible. Mr. Strummer quite likely knew he had a long haul in front of him, but it's just as likely that he didn't mind. 
 The nostalgics are now denied the possibility of a Clash reunion when the band is inducted into the Rock and Roll Hall of Fame next spring. But fans are also denied Mr. Strummer's vision of many kinds of music bringing people together. 
 So which one of you punks is going to pick up the torch, huh? 
 Ed Ward is the rock historian for NPR's ''Fresh Air'' and is based in Berlin. 
 Correction:  January 5, 2003, Sunday  An article last Sunday about the legacy of the Clash and other punk rock bands in the 1970's referred incorrectly to the social climate from which the Sex Pistols emerged. It was not the Britain of Margaret Thatcher: she became prime minister in 1979, and the Sex Pistols disbanded in 1978. 
 A picture with the article was published in error. It showed Mick Jones of the Clash -- not Joe Strummer, who died earlier in the week."
"399","Accounts",1466427,"|business",20,2,2003,"20030220T000000",NA," 
 * Brown-Forman Corp., Louisville, Ky., expanded its relationship with Universal McCann, New York, by consolidating the worldwide media planning and buying for its wine and liquor brands like Jack Daniel's, Finlandia and Southern Comfort and naming Universal McCann as global agency of record. Billings were estimated at $60 million. Universal McCann, part of the McCann-Erickson World Group division of the Interpublic Group of Companies, already handled media duties in countries like France and Spain. Media planning for the United States had been handled by the St. Louis office of PHD, part of the Omnicom Group, and domestic media buying had been handled internally. Creative duties for the brands are divided among various agencies.  * Hoffman/Lewis, San Francisco, was awarded the accounts of three California companies that had previously handled their advertising internally. Total billings were estimated at $15 million. The companies are: Beverages and More, Concord, which operates 28 stores; Earthbound Farm, San Juan Bautista, a supplier of organic produce; and VSP, a provider of eye-care plans, for a brand-awareness campaign. 
 THE MEDIA BUSINESS: ADVERTISING -- ADDENDA"
"400","'Antoni Tàpies at 80'",1472333,"|arts",14,3,2003,"20030314T000000",NA," 
 PaceWildenstein  32 East 57th Street, Manhattan  Through March 29 
 Steeped in a brew of ancient Catalan and avant-garde European art, particularly Surrealism, the Spanish artist Antoni Tàpies's paintings have retained their emblematic power over the years. But their arcane symbols, thickly encrusted surfaces and sober colors, sometimes vivified by blood-red, now seem less provocative than evocative of past work. 
 Conditioned in his youth by the somber spectacle of the Spanish Civil War, the artist takes a less-than-rosy view of the human condition, and his imagery sometimes suggests body parts and bandages in hardscrabble contexts. In ''Perforated Hands,'' one of the grimmer and more realistic of these paintings on wood, we look down on a headless body in thickly encrusted paint. The neck where the head once sat is covered by a bandage; the hands, which seem to be playing a form of cat's cradle, are punctured by stigmata like those of Christ. This allegory of suffering rests on a dark ground, in which glimmer two painted moundlike humps. 
 But most of his paintings tell less. They are rife with Christian symbols or emblems of more ancient beliefs, along with arrows, holes, gouges and small piles of inscrutable substances. A very large canvas called ''Your Face'' is a desert of sand-colored canvas and bandagelike pieces, strung together by wire and marked on one side by three black X's, on the other by a crescent. 
 Mr. Tàpies sometimes -- not always convincingly -- attaches battered objects to his surfaces, the better to bring his work more in line with material reality, like the wooden slats and rolls of paper and canvas in ''Broken Pallet.'' Still, the strength of this work lies in the tension between earthy and spiritual, the ''real'' and the symbolic, even if the artist's ability to bring it off sometimes wavers. 
 GRACE GLUECK 
 ART IN REVIEW"
"401","Paid Notice: Deaths  DAVNER, ESTA",1472539,"|paid death notices",15,3,2003,"20030315T000000",NA," 
 DAVNER-Esta. The partners, associates and staff of McAloon & Friedman acknowledge with profound sorrow the passing of Esta Davner, beloved sister of our Senior and Founding Partner, Stanley Friedman. We extend our deepest sympathy to her husband Alvin, her sons Paul and Arthur and her entire family."
"402","Life's Creatures Glow Until Violence Darkens",1478142,"|movies|arts",5,4,2003,"20030405T000000",NA," 
 There are more ways than one to view ''Hukkle,'' the luminous directorial debut of Gyorgi Palfi, a Hungarian filmmaker whose intensified, child's-eye apprehension of the natural world might be described as psychedelic. If you're attracted to pure, exquisitely photographed cinematic depictions of the world, you could almost lie down in ''Hukkle'' as if it were a meadow and soak in its sun-drenched atmosphere. 
 The film has hardly any spoken words, and except for a scene of a church chorus, the sounds humans make are treated as another manifestation of environmental noise on a teeming soundtrack. That soundtrack is a kind of pastoral symphony that lends the hum of the rural outdoors (with indoor sidetracks to a country kitchen and a sewing factory) a layered richness that seems three-dimensional. 
 But as the movie builds up its bucolic vision, it also teases you with enigmatic clues to an actual murder in the rural Hungarian village where it takes place. You don't have to piece together these clues to be satisfied with the film, which New Directors/New Films is showing today and tomorrow. It works just fine as a sophisticated wildlife documentary with a submerged narrative. But if you enjoy the challenge of solving difficult mysteries, ''Hukkle'' presents a tantalizing case waiting to be cracked. 
 The film's central figure is an old man who emerges from his shack by the side of a road and sits on a bench observing the rural traffic. This wizened sentinel, to whom the movie returns again and again, remains silent except for a prolonged case of the hiccups, whose sounds (the movie's title is a pun on ''hiccup'') supply witty, deflating punctuation. 
 ''Hukkle'' portrays this solitary figure, as well the other people in the film, as creatures who are not much different from the insects, fish, farm animals and domestic pets surrounding them. The director's vision has much in common with the dour cinematic portraits of Gallic small-town life drawn by the French director Bruno Dumont, but he carries the same surreal impulse much further. By paying as close attention to the activities of bees, ants, cats and moles (photographed in extreme close-up) as he pays to humans, he insinuates a radically skewed vision of the food chain in which all species are interconnected and equal in life and death. 
 One theme of the film is the agricultural process that puts food on people's tables. Sequences observe grain being harvested and turned into flour, beekeeping and the gathering of honey. A frog is swallowed by a fish, which in turn is caught by a fisherman. These commonplace activities wouldn't be worth recording if they weren't enthrallingly photographed (by Gergely Poharnok) with an eye that marvels at the vibrancy of matter itself. 
 As the film goes along, its tone darkens. A kitten frolicking in a field suddenly keels over dead, perhaps from accidental poisoning. A honeybee held between two fingers is crushed to death. 
 By the end of ''Hukkle,'' the images of violence and predation have erased the mood of benignity, and the rumbling bass notes of this pastoral symphony evoke a sustained moan of despair. 
 HUKKLE  Written (in Hungarian, with English subtitles) and directed by Gyorgy Palfi; director of photography, Gergely Poharnok; edited by Gabor Marinkas; music by Balazs Barna and Samu Gryllus; produced by Csava Bereczki and Andras Bohm; released by Shadow Distribution. Running time: 75 minutes. This film is not rated. Shown with a 14-minute short, Stefan Arsenijevic's ''(A) Torsion,'' today at 1 p.m. and Sunday at 9 p.m. at the MoMA Gramercy, 127 East 23rd Street, between Lexington and Third Avenues, as part of the 32nd New Directors/New Films series of the Film Society of Lincoln Center and the department of film and media of the Museum of Modern Art. 
 WITH: Ferenc Bandi (Cseklik Bacsi), Jozsefne Racz (Midwife), Jozsef Forkas (Policeman), Ferenc Nagy (Beekeeper), Janosne Nagy (Boske) and Agi Margitai, Eszter Onodi and Atilla Kaszas (Relatives From Town). 
 FILM FESTIVAL REVIEWS"
"403","It's as Light as Air, but Tastier",1479275,"|dining|wine|style",9,4,2003,"20030409T000000",NA," 
 A cloud of zabaglione is lovely to spoon over strawberries or a fruit compote and makes a great Passover dessert. At Shallots NY, a kosher restaurant at 550 Madison Avenue (55th Street), the chef, Damian Sansonetti, beats 4 egg yolks with 2 tablespoons superfine sugar and  1/4 cup of kosher Italian moscato, a delicately sweet wine. He places the bowl over a pot of simmering water and whisks the mixture, adding another  1/4 cup of the wine, for about 10 minutes, until soft peaks form. The zabaglione can be held for more than an hour if a scant teaspoon of potato starch is mixed with the sugar. For children, white grape juice can replace the wine. Serve layered with fruit in four pretty glasses or dessert dishes. Passover meringues would make an excellent accompaniment; Shallots NY sells them and other baked goods. Orders can be placed at www.shallotsny.com. 
 FOOD STUFF"
